candidate_id,matched_skills,missing_skills,match_score,cv_preview
223,sql,python,50.0,"INFORMATION TECHNOLOGY AUDITOR Skills PeopleSoft HCM 8.8/9.x, PeopleSoft Financials 8.8/9.x, PeopleTools 8.51/ 8.54, SQL Developer, MS Office, Visio, MS Project, Dell Stat 5.6/5.7, SQL Developer, Application Designer, Putty, SharePoint, HP Application Lifecycle Management, Oracle Enterprise Manager,"
182,sql,python,50.0,"LEAD INTERACTION DESIGNER Summary Senior UX/UI Designer Profile: Tim has been involved in user centered design for over 20 years, with a focus on human factors and usability. He has worked on a wide variety of projects focusing on improvement of functionality and performance. He is an expert with He"
163,sql,python,50.0,"LEAD DESIGNER Career Focus An professional with experience in dealing with the optimization of complex processes or systems as well as providing steel framing solutions to residential and commercial applications.Dedicated engineer with excellent technical, analytical and communication skills demonst"
126,python,sql,50.0,"PRODUCT DESIGNER Professional Summary 4-5 years engineering experience and 1-2 years working experience. Able to work independently and under pressure, detail oriented, excellent problem solver, Innovator. Efficient Mechanical Engineer leveraging a strong technical background in bringing products fr"
124,sql,python,50.0,"TECHNICAL DESIGNER Career Overview ● Having 8.5 years of IT experience as Software developer in Java/J2EE Technologies ● At present Technical Designer at Tata Consultancy Services ● Knowledge in working with Designing, Coding and Unit Testing, Coding : Spring 3, jQuery, Bootstrap, JPA, Struts, Core "
120,sql,python,50.0,"WEBSITE DESIGNER Summary Software developer well-versed in the entire workflow for developing and implementing websites, including: consulting with the customer, designing mock-ups, programming the site, and incorporating customer feedback. Skills Visual Studio.Net ASP, ASP.Net MVC 4.0 Visual Basic."
117,sql,python,50.0,"GRAPHIC DESIGNER Summary Enthusiastic student majoring in Chemistry; great at performing many task in a timely matter and as efficient as possible. Strong background in computer tasks and data analysis as well as business management. Highlights General Chemistry and Organic Basic HTML coding, Micros"
91,sql,python,50.0,"VOLUNTEER HR -IVOLUNTEER Summary Sponsorship not required to work in the US A successful Human Resources Professional, with a Masters qualification in Human Resources and experience in a challenging environment Key skill sets include Recruitment - Recruitment efforts, scheduling, posting positions, "
116,sql,python,50.0,E-LEARNING DESIGNER Career Overview Highly skilled and experienced educator with a strong background in information technology. Adept at addressing the needs of a variety of learners and administrators. Strongly knowledgeable about all approaches to distance learning. Qualifications Vast experience 
41,sql,python,50.0,HR EXECUTIVE Professional Summary Forward-thinking HR Generalist highly effective at adapting to evolving market plans and the needs associated with company expansion. Skills New employee orientations Compensation and benefits Termination procedures In-depth knowledge of HR Compliance Project manage
231,sql,python,50.0,"INFORMATION TECHNOLOGY MANAGER Summary Successful fifteen years of experience in IT Management and Technical Support. Skilled in installation, configuration, migration and implementation of server platforms. Dedicated IT Manager well-versed in analyzing and mitigating risk and finding cost-effective"
230,sql,python,50.0,"EXPERIENCED INFORMATION TECHNOLOGY MANAGER Experience Experienced Information Technology Manager Highly accomplished professional with over 10 years of experience in a variety of management areas. Astute in identifying operational business needs, turning needs into requirements, and producing suppor"
229,sql,python,50.0,INFORMATION TECHNOLOGY MANAGER Qualifications Strong communication skills Web application design Working independently HTML Leadership Adobe Acrobat Professional IT Governance Adobe Photoshop Requirements gathering Adobe Dreamweaver Software Development Life Cycle Windows Server 2008 principles (SDL
228,sql,python,50.0,"DIRECTOR OF INFORMATION TECHNOLOGY Professional Profile Senior Project Management Position Senior Project Manager with over 25 years of diverse experience including health care, private sector, local and state government and aerospace/defense contracting. Successful management of fast-paced private "
297,sql,python,50.0,"INFORMATION TECHNOLOGY INTERN (TEST AUTOMATION ENGINEER) Summary Over 3 years of experience serving as a key contributor across all software development life cycle phases including analysis, architectural design, prototyping, development, and testing of application using Java/J2EE technologies in va"
296,sql,python,50.0,"INFORMATION TECHNOLOGY SPECIALIST INFORMATION SECURITY OFFICER Profile blah, blah Core Qualifications Oracle Certified Professional (OCP), versions 8.0, 8i, 9i, 10g, 11g Certified Information Systems Security Professional (CISSP) (ISC)2 Certified Information Security Manager (CISM) ISACA UNIX/LINUX "
276,sql,python,50.0,"INFORMATION TECHNOLOGY SPECIALIST Summary Highly skilled and results-oriented IT specialist with extensive experience in Software Development, Software Configuration Management, Project Management, System Planning & Specification Development, CMMI5, Quality Assurance and Testing. Highlights Process "
274,sql,python,50.0,SENIOR INFORMATION TECHNOLOGY MANAGER Executive Summary Results-focused Information Technology management professional offering Twenty-Two years of progressive leadership experience. Transforms high-potential staff into outstanding leaders who demonstrate the creativity and savvy that is critical to
250,sql,python,50.0,"SENIOR DIRECTOR, INFORMATION TECHNOLOGY Executive Profile A distinguish Director of Information technology with expertise in diverse range of industries within multiple industries settings globally. Demonstrated success in Network design and management, Enterprise Resource Planning implementation an"
257,sql,python,50.0,"INFORMATION TECHNOLOGY CONSULTANT Highlights Software: MS Word, Outlook, PowerPoint, Excel, Access, CRM, Adobe Acrobat XI Professional, Snag-ItTM, Hot Docs (legal document generation software), MS Windows XP/Vista/7/8, MS Windows Server 2000/2003. Hardware: Build, repair and upgrade desktop computer"
263,sql,python,50.0,"INFORMATION TECHNOLOGY SPECIALIST Summary An organized DBA professional with over 6years hands-on experience supporting Oracle databases, Sql Server databases and AWS infrastructure. Equipped with excellent communication and interpersonal skills; a highly organized individual and team player who pos"
272,sql,python,50.0,INFORMATION TECHNOLOGY MANAGER Summary Dedicated IT Manager well-versed in analyzing and mitigating risk and finding cost-effective solutions. Excels at boosting performance and productivity by establishing realistic goals and enforcing deadlines. Highlights Operations management Project tracking Pe
243,sql,python,50.0,DIRECTOR OF INFORMATION TECHNOLOGY Profile SUMMAR Y Applying technology and workflow solutions to business challenges is exciting for me because I love to learn and apply new lessons and approaches to support and enhance the organization to achieve its goals and mission. Core Qualifications C# Oracl
471,sql,python,50.0,SENIOR CLIENT ADVOCATE II Accomplishments Earned the Workgroup for Electronic Data Interchange (WEDI) Award of Merit 2 years in a row for educating the health care industry on electronic claims attachments. Affiliations. Health Level Seven (Standards Developing Organization) knowledge of V2 messages
326,sql,python,50.0,"IT DIRECTOR Accomplishments CXA- 206-1 | Citrix XenApp 6.5 Basic Administration; IT Security Essentials; Spiceworks 101: Foundations & Lab Introduction to SQL Military UA Army, Ukraine Senior Sergeant. Experience IT Director August 2015 to Current Company Name － City , State Formulate and deploy lon"
324,sql,python,50.0,"IT MANAGER Summary Ten years of management experience with a focus on team building and project management. Ten years of experience as a network engineer and systems administrator. The majority of my experience has been working with Microsoft, Dell, HP, IBM, Symantec, McAfee, Trend Micro and Cisco h"
319,sql,python,50.0,"ASP.NET WEB DEVELOPER Accomplishments Won Associate of the Month award at CYIENT Member of the team which won the Team of the Month award for projects such as DEBTS and eRFA Experience April 2015 to Current Company Name City , State ASP.Net Web Developer Responsibilities: Migration of IU Print websi"
318,sql,python,50.0,ADJUNCT INSTRUCTOR Skill Highlights Quality Engineering Process Improvement Acceptance Testing Strategic Planning Organizational Development Requirement Assessment Coaching & Mentoring Business Intelligence SDLC People Management Team Building Data Analysis Oracle SQL/MS Access Progress RDB Power Po
316,sql,python,50.0,"BUSINESS SYSTEMS ANALYST I Qualifications TECHNICAL SKILLS: Business Applications: SAP Web Intelligence, Informatica Data Explorer, MS Visio, MS Project, Rational Rose, Business Objects Languages: SQL, UML,C, C++ , Core Java , Perl Web Development: HTML, XML, PHP Operating Systems: Windows XP/Vista/"
687,sql,python,50.0,HIGHLY ACCOMPLISHED HEALTHCARE ANALYST Professional Summary Financial Expert providing strategies to improve Revenue Cycle Management in Healthcare A top-performing Systems Analyst with a proven track record of expanding revenue and customer satisfaction in Healthcare. Expert at identifying and anal
547,sql,python,50.0,"LEVEL 2 CRITICAL PLATFORM SUPPORT ENGINEER Career Overview Over 7+ years of IT experience specializing in CLOUD/Aix/LINUX/Solaris and WINDOWS Administration in Production Support of various systems on AIX 5, 6.1, Linux (RedHat and SUSE). Strong background knowledge of Networking concepts and experie"
773,sql,python,50.0,"SR. PROJECT MANAGER Profile Information Technology Professional with a diverse background and 10+ years of progressive experience as an: experienced IT professional consistently delivering exceptional vendor solutions, third party development resources, project resources and program management resul"
737,sql,python,50.0,"PROJECT MANAGER Professional Summary Accomplished Information technology professional with 20 years of experience in the software development life cycle (SDLC) with focus on application analysis and design, application development, systems testing, and systems integration. Certified as a Project Man"
706,sql,python,50.0,"PLATFORM ARCHITECT, HEALTHCARE INCUBATION LAB (HIL) Summary A driven technology professional with software architecture and development background and a passion for Agile methodologies. I enjoy designing and developing platforms consisting of web applications and services that help businesses innova"
985,sql,python,50.0,NOC ENGINEER Summary To work for professional organization that gives an opportunity for growth and to contribute value based management talent along with the seeking guidance from proficient seniors to help me sharpen my skills. To be a part of the team that works in dynamically challenging environ
986,sql,python,50.0,TEST ANALYST-INTERN/CONTRACTOR Profile 3+ years of professional experience in Software Testing. Experience in working with Agile Software Development. Strong scripting skills with good expereince in test automation. Expertise in Manual and Automation testing of various web and mobile- based applicat
1090,sql,python,50.0,"SALES ENGINEER Summary I am currently looking to advance my career in a position that offers a greater challenge, and the opportunity to enhance the company's productivity and reputation. With my educational background and the experience which I have gained in my previous position, I can effectively"
560,sql,python,50.0,"BUSINESS DEVELOPMENT Career Overview Detail-oriented professional with a business mindset and an extensive operational background obtained through diverse industry experience in banking, loss prevention, health and wellness, and retail offering innovative methods of efficiency meant to benefit indiv"
583,python,sql,50.0,"BUSINESS DEVELOPMENT MANAGER Summary With 11 years of diverse managerial and marketing experience penetrating in domestic and international markets including Manufacturing, Engineering, Food and IT, I have honed my communication and marketing research abilities to gauge demand for products and explo"
1112,sql,python,50.0,"CONSULTANT Professional Summary High-achieving management professional and effective consultant possessing excellent communication, organizational and analytical capabilities with about 4 years of experience in devising innovative strategies and solutions to resolve complex business challenges. Adep"
1110,sql,python,50.0,"IT CONSULTANT Summary Over Seven years of Software Application Development, Application Support, Testing and Implementation experience with Web based and N-tier Architectures involving all stages of Software Development Life Cycle (SDLC). Experience in developing Web applications in . SDLC) includin"
299,sql,python,50.0,VICE PRESIDENT INFORMATION TECHNOLOGY - SOFTWARE ENGINEERING Professional Summary A results-driven and business minded technology leader with 20+ years of experience in technology and software development. A professional who is passionate about developing people and teams to reach their greatest pot
298,python,sql,50.0,"INFORMATION TECHNOLOGY AND AWS ADMIN INTERN Experience Information Technology and AWS Admin Intern , 04/2019 Company Name – City , State Researched and implemented a secure cloud infrastructure for migrating the financial data into AWS with seamless integration for company's financial department. Ac"
302,sql,python,50.0,"MANAGER, INFORMATION TECHNOLOGY PROJECT MANAGEMENT OFFICE Professional Summary Highly motivated and driven Manager of the Project Management Office (PMO) . Currently seeking potential opportunities to continue to help other organizations realize and reap benefits of formal PMO methodology. Passionat"
303,sql,python,50.0,"INFORMATION TECHNOLOGY PROJECT MANAGER SYSTEM ANALYSIS (SYSANALSYS) [GS-2210-12] Professional Overview Highly-qualified Department of Defense (DoD) Program Manager (PM) professional, driven to maximize Mission Partner (MP) operational efficiency through planning, project management and Infrastructur"
309,sql,python,50.0,DATABASE PROGRAMMER/ANALYST (.NET DEVELOPER) Summary Software Engineer with 2 years in Web Developer specializing in front end development. Proficient in Software Development Life Cycle (SDLC) and SCRUM AGILE methodologies of development process to produce software solutions by team. Involved in des
301,sql,python,50.0,DIRECTOR OF INFORMATION TECHNOLOGY AND ANALYTICS Summary Accomplished senior manager with over 15 years of experience leading complex projects and managing resources to optimize enterprise technology and support business objectives. Committed to quality and service excellence with aptitude for launc
310,sql,python,50.0,"CONSULTANT Experience Consultant , 05/2017 to Current Company Name – City , State Managed project schedule and local and remote staff to collect Water Main data and update GIS system. Develop business process and productivity reports to manage field book scanning project and Water Main data collecti"
311,sql,python,50.0,DATABASE PROGRAMMER/ANALYST (.NET DEVELOPER) Summary Software Engineer with 2 years in Web Developer specializing in front end development. Proficient in Software Development Life Cycle (SDLC) and SRUM AGILE methodologies of development process to produce software solutions by team. Involved in desi
280,sql,python,50.0,"INFORMATION TECHNOLOGY COORDINATOR Professional Profile B.S. graduate with a record of success implementing IT solutions. Demonstrated commitment to quality and customer service, detail oriented, strong team player, self motivated, demonstrated exceptional analytical skills, proven ability to work e"
278,sql,python,50.0,"INFORMATION TECHNOLOGY MANAGER Summary Experienced Information Technology Manager committed to maintaining innovative technical skills and up-to-date industry knowledge. My excellent problem solving skills, diagnostic ability and communication skills are assets that allow me to excel and adapt to vi"
281,sql,python,50.0,"INFORMATION TECHNOLOGY CONSULTANT Career Overview Accomplished information technology professional with over 18 years of diverse technology, process analysis, project management, and information management experience. Proven ability to successfully implement technology solutions, stay within time an"
289,sql,python,50.0,"INFORMATION TECHNOLOGY SPECIALIST (WEB), GS-11 Career Overview Objective IT Specialist, GS-2210-9 (CUSTSPT) NOC Merit-2016-0031 Experienced Systems Analyst with diverse industry experience in government, maritime, forestry, research and development. Professional expertise includes systems applicatio"
290,sql,python,50.0,"INFORMATION TECHNOLOGY BUREAU DEPUTY DIRECTOR Professional Summary Senior Information Technology Professional with more than fifteen years of experience directing and managing large and complex IT Operations and Data Center. Resourceful thinker, methodical problem solver, and analytical in all facet"
247,sql,python,50.0,"INFORMATION TECHNOLOGY COORDINATOR Career Overview AVP / Director of Information Technology I Network Engineer with extensive experience. Strengths - excellent communication skills, strong problem solving skills. Sound work ethic, capable of working independently or in a team environment. Highly pro"
1179,sql,python,50.0,"CONSULTANT Career Overview More than 6 years of experience in Manufacturing & Distributions environments, including 4 years in Oracle manufacturing and Distributions applications. Implemented 5 full cycle oracle implementation projects, Experienced in customizing, developing and configuring Oracle A"
1178,sql,python,50.0,"CONSULTANT Summary In-depth knowledge and understanding of numerous software packages and operating systems. Skilled in Database Administrator, Network Administration, Web developer. Providing Customer and End-User Help Desk Support. Easily identify and resolve technical issues and concerns. Excelle"
1170,sql,python,50.0,"CONSULTANT Core Qualifications SKILLS AND ACTIVITIES Volunteer English Teacher for ""Teach India""; Challenge for Charity; SQL, SPSS, Tableau, MS Excel, Power Point. Accomplishments Evert McCabe Fellowship, Rick and Marilyn Wong Scholarship, Business Technology Club Board member Owned development, tes"
1166,sql,python,50.0,"CONSULTANT Summary I am an experienced Program Manager, delivering enterprise-grade on-premises and SaaS products at Microsoft while being customer obsessed. I was previously an Enterprise Desktop Architect at multiple large companies, both as an employee and in a consulting capacity. I have a prove"
1152,sql,python,50.0,"IT CONSULTANT Professional Summary Support Engineer with Public Trust Clearance and 10 years of Information Technology experience in installing, maintaining, and repairing hardware, software, and networks. Work well independently, or in a group setting providing all facets of server, computer and ne"
1160,sql,python,50.0,"CONSULTANT Summary Accomplished Senior Business Systems Analyst with over 10 years of business process, project management, and technology experience for fortune 500 companies. Recognized success in driving projects of the highest level of complexity, critical business value, and corporate visibilit"
1137,sql,python,50.0,"CONSULTANT Profile A highly accomplished, skilled and talented Consulting manager with a thorough understanding of the Software development Life Cycle and a proven track record of successfully providing overall direction to project teams and managing client relationship. Professional Experience Cons"
1146,sql,python,50.0,"CONSULTANT Qualifications I am a senior IT infrastructure specialist and have 7 years of OEM administration and 6 years of DBA administration. I have Masters in Computer Applications (MCA) and a seasoned technical specialist providing business infrastructure solutions, services and support, accordin"
1126,sql,python,50.0,"CONSULTANT Summary Master's degree in Computer Science with twenty-five years of experience designing, implementing, and maintaining computer programs, architectures, and operating systems. Expert in C, C++, Java, SQL and with web based applications. Over ten years' experience teaching as adjunct or"
1123,sql,python,50.0,"CONSULTANT Career Overview Vidya is a Graduate in Computer Science with over 9 years of professional experience in Customer Relationship Management in roles of Solution Architect, Functional Analyst, Process and Implementation Consultant for large customers in Pharmaceutical & Chemical, Consumer and"
1136,sql,python,50.0,CONSULTANT Professional Profile Consultant/System Engineer with 6 years in HealthCare IT. Primary focus has been on Linux with a recent emphasis on Regulatory Consulting and Transition of Care. Experienced in training and development of associates along with development of documentation. Qualificati
1130,sql,python,50.0,"CONSULTANT Summary Transition from an Application Developer and secure a position as a Business Analyst or Technical liaison with a company that can fully utilize my education and experience, while offering upward growth and opportunity. Skills Microsoft .Net Visual Basic and C# Blaze Advisor .net R"
1116,sql,python,50.0,"IT CONSULTANT Career Overview Network administration veteran with extensive experience building, improving, supporting and architecting ASP-type infrastructures. Qualifications Windows Server 2000-2012, Active Directory, Windows Desktop O.S. 7 - 10, Exchange Server 2010-2013/VMWare vSphere (ESXI), A"
1114,sql,python,50.0,CONSULTANT Core Qualifications Ganesh Seetharaman is a senior IT infrastructure specialist and Ganesh has just finished an international project for a client and is looking for a role specializing in the Solutions management. He has a Masters in Computer Applications (MCA) and is a seasoned technica
1233,sql,python,50.0,"SPRINT ISP MANAGEMENT TO THE VENDOR Qualifications Windows 95-XP-Windows 7/8.8,1/10 Windows NT/2000/2003/2008/2012 Red Hat (limited) Ubuntu (limited) VIRTUALIZATION TECHNOLOGY: ESX/ESXi 3.5-5.5 MS Hyperv 2005-2008 SECURITY SYSTEMS/LOAD BALANCERS: Brocade SSL Load Balancer F5 BigIP AFT/LTM Load Balan"
1213,sql,python,50.0,"WMS CONSULTANT Objective Looking for the position of a supply chain consultant, where I can optimize a company's business, by providing supply chain solutions and building an efficient customer relationship. Summary of Skills Strong understanding of supply chain principles with an expertise in wareh"
1322,sql,python,50.0,"DATASTAGE ETL DEVELOPER Summary I have 6 years of ETL experience and extensive experience in business and system analysis across multiple platforms using the full software development life cycle. I have worked in the role of Data Warehouse Specialist,ETL Datastage developer and Production Support An"
1315,sql,python,50.0,"DIGITAL ADVERTISING CONSULTANT Experience Digital Advertising Consultant , 07/2013 to 12/2017 Company Name – City , State Responsible for negotiation and execution of programmatic and direct buys and handle the day- to-day campaign operations across multiple DSPs and other partners. Responsible for "
1250,sql,python,50.0,SOFTWARE ENGINEER Summary Accomplished development professional with over ten years of experience in integrating IT Operations processes with sustainable customized applications to promote team performance and efficiency gains. An apt student in programming and markup languages matching multiple tec
1277,sql,python,50.0,"DIGITAL MARKETING MANAGER Summary Creative manager with a proven record of driving revenue gains and brand awareness through digital marketing and social media. For example - increased website traffic an average 43% across 15 clients via email nurturing, social media campaigns, and strategic landing"
1237,sql,python,50.0,"DIRECTOR IT CLIENT SERVICES FILMS & OPERATIONS AND TECHNICAL SERVICES WEST COAST Executive Profile I have over 20 years of experience in Information Technology spanning from Entertainment, Internet, Healthcare, Automotive, and Banking Industries. I managed staff in each of these industries doing eve"
1355,sql,python,50.0,"SENIOR ARCHITECT - MDM Professional Profile Seasoned MDM Architect with more than 11+ years in the IT industry. Creative thinker who creates visually appealing, exciting and inspiring designs. Extensive experience in software development, leading, MDM solutions architecture and managing projects in "
1486,sql,python,50.0,"FINANCE CONTROLLER Summary Hands on Controller with over 12 years of experience in financial accounting and management, acknowledged for sound decision-making abilities, analytical skills, business acuity and problem solving skills. Strategic, methodical and reliable, enjoy the challenge of resolvin"
1516,sql,python,50.0,"FINANCE MANAGER Summary Pro-active, results-oriented, deadline driven with broad experience in all aspects of accounting and financial management. Solid planning and organizational skills in coordinating all aspects of each project from inception through completion. Sees the big picture and plans ap"
1691,python,sql,50.0,"ENGINEERING INTERN Professional Summary A Computer Science junior at Lynchburg College with the understanding and problem solving to work my way through any situation. Using the life skills I learned while I attained my Eagle Scout rank, the highest in boy scouts and only given to a very small perce"
1639,sql,python,50.0,BUSINESS SOLUTION PROJECT MANAGER Skills PLM (PTC and Enovia); SQL; Crystal Reports; Google Analytics; JIRA; HPQC; QlikView; Cognos; Advanced Microsoft Access; Advanced Excel; SAS; Power Point; SharePoint; Visio; MicroStrategy; ASPEN; Microsoft Project; JCL; Jobtrac; TSO; CA7; Tivoli; Maestro; Telne
1541,sql,python,50.0,"PHD CANDIDATE IN FINANCE Summary Self driven and highly motivated with several years of experience in Quantitative Research including quantitative modeling, econometric analysis, statistical analysis, model development, large data analysis. My work, both in Finance and Engineering has been based on "
1194,sql,python,50.0,CONSULTANT Summary 7 years of professional IT experience with Masters degree in computer applications; worked mainly with Java (JEE) programming languages. Passionate about Clean code programming skills and Emergent design techniques. Hands on experience with Test-driven development (TDD) and Behavi
1189,sql,python,50.0,"IT CONSULTANT Professional Summary Self-motivated, detail oriented Senior Computer/Network Technician with 20 years experience in Oil and Gas corporate network and service environments. Windows Server 2000, 2003, 2008 R2, Cisco, Active directory Administrator and network Administrator with proven tr"
1186,sql,python,50.0,"IT CONSULTANT Professional Profile Accomplished Senior IT Engineer with demonstrated ability to analyze business requirements and create effective technical solutions applicable to diverse industries. Serves as strategic partner to senior management, identifying business requirements, aligning IT as"
1183,sql,python,50.0,IT CONSULTANT Professional Summary Talented IT professional specializing in leading high-performing and multi-disciplinary teams from product development through successful product launches. Accustomed to managing multiple projects and priorities in fast-paced environments. Skills Database design Ex
